Tiempo(s),X(km),Y(km),Z(km),Velocidad(km/s),DistanciaTierra(km),DistanciaLuna(km),Altitud(km)
667968,-44913.626,-188734.405,-117231.677,1.3290,226674.162,224279.667,220296.025
668208,-44781.685,-188476.952,-117096.841,1.3308,226363.935,224504.766,219985.798
668448,-44649.653,-188219.129,-116961.774,1.3326,226053.287,224730.024,219675.150
668688,-44517.529,-187960.933,-116826.476,1.3344,225742.216,224955.441,219364.079
668928,-44385.314,-187702.364,-116690.944,1.3362,225430.721,225181.020,219052.584
669168,-44253.007,-187443.422,-116555.180,1.3381,225118.802,225406.761,218740.665
669408,-44120.609,-187184.104,-116419.181,1.3399,224806.456,225632.665,218428.319
669648,-43988.118,-186924.410,-116282.948,1.3417,224493.683,225858.734,218115.546
669744,-43931.440,-186819.329,-116230.827,1.3425,224368.087,225947.032,217989.950
669981,-43800.622,-186562.696,-116096.181,1.3443,224059.048,226170.182,217680.911
670218,-43669.715,-186305.693,-115961.306,1.3462,223749.592,226393.495,217371.455
670454,-43538.718,-186048.322,-115826.200,1.3480,223439.716,226616.971,217061.579
670691,-43407.632,-185790.580,-115690.863,1.3498,223129.420,226840.611,216751.283
670928,-43276.456,-185532.467,-115555.294,1.3517,222818.701,227064.417,216440.564
671164,-43145.190,-185273.981,-115419.492,1.3535,222507.561,227288.389,216129.424
671401,-43013.834,-185015.122,-115283.457,1.3554,222195.996,227512.529,215817.859
671638,-42882.389,-184755.888,-115147.187,1.3572,221884.006,227736.837,215505.869
671874,-42750.853,-184496.278,-115010.683,1.3591,221571.590,227961.315,215193.453
672111,-42619.227,-184236.292,-114873.943,1.3609,221258.746,228185.964,214880.609
672351,-42485.665,-183972.279,-114735.047,1.3628,220941.083,228413.934,214562.946
672591,-42352.010,-183707.876,-114595.908,1.3647,220622.978,228642.082,214244.841
672831,-42218.262,-183443.083,-114456.524,1.3667,220304.430,228870.409,213926.293
673071,-42084.421,-183177.897,-114316.894,1.3686,219985.438,229098.917,213607.301
673311,-41950.487,-182912.319,-114177.019,1.3705,219666.000,229327.606,213287.863
673551,-41816.459,-182646.346,-114036.897,1.3724,219346.115,229556.477,212967.978
673791,-41682.338,-182379.978,-113896.528,1.3743,219025.781,229785.531,212647.644
674031,-41548.124,-182113.214,-113755.910,1.3763,218704.998,230014.771,212326.861
674271,-41413.816,-181846.052,-113615.043,1.3782,218383.765,230244.197,212005.628
674511,-41279.414,-181578.491,-113473.926,1.3802,218062.079,230473.810,211683.942
674751,-41144.918,-181310.530,-113332.559,1.3821,217739.940,230703.611,211361.803
674991,-41010.329,-181042.168,-113190.940,1.3841,217417.346,230933.602,211039.209
675231,-40875.645,-180773.403,-113049.068,1.3861,217094.296,231163.784,210716.159
675471,-40740.867,-180504.235,-112906.944,1.3880,216770.789,231394.158,210392.652
675711,-40605.995,-180234.662,-112764.566,1.3900,216446.824,231624.725,210068.687
675951,-40471.029,-179964.683,-112621.932,1.3920,216122.398,231855.488,209744.261
676191,-40335.968,-179694.296,-112479.044,1.3940,215797.511,232086.446,209419.374
676431,-40200.813,-179423.501,-112335.899,1.3960,215472.161,232317.601,209094.024
676671,-40065.563,-179152.296,-112192.496,1.3980,215146.347,232548.954,208768.210
676911,-39930.219,-178880.680,-112048.836,1.4000,214820.068,232780.508,208441.931
677151,-39794.779,-178608.652,-111904.916,1.4020,214493.322,233012.262,208115.185
677391,-39659.245,-178336.210,-111760.737,1.4040,214166.108,233244.219,207787.971
677631,-39523.616,-178063.353,-111616.297,1.4060,213838.424,233476.379,207460.287
677871,-39387.891,-177790.080,-111471.596,1.4081,213510.269,233708.745,207132.132
678111,-39252.072,-177516.389,-111326.632,1.4101,213181.642,233941.316,206803.505
678351,-39116.157,-177242.280,-111181.405,1.4122,212852.541,234174.096,206474.404
678591,-38980.146,-176967.751,-111035.913,1.4142,212522.965,234407.084,206144.828
678831,-38844.040,-176692.800,-110890.157,1.4163,212192.912,234640.282,205814.775
679071,-38707.839,-176417.427,-110744.135,1.4183,211862.381,234873.693,205484.244
679311,-38571.542,-176141.629,-110597.846,1.4204,211531.371,235107.316,205153.234
679551,-38435.148,-175865.407,-110451.289,1.4225,211199.879,235341.154,204821.742
679791,-38298.659,-175588.757,-110304.463,1.4246,210867.905,235575.208,204489.768
680031,-38162.074,-175311.680,-110157.368,1.4267,210535.448,235809.479,204157.311
680271,-38025.393,-175034.173,-110010.003,1.4288,210202.504,236043.969,203824.367
680511,-37888.616,-174756.235,-109862.365,1.4309,209869.074,236278.678,203490.937
680751,-37751.742,-174477.865,-109714.456,1.4330,209535.155,236513.610,203157.018
680991,-37614.772,-174199.061,-109566.273,1.4351,209200.746,236748.764,202822.609
681231,-37477.706,-173919.823,-109417.816,1.4372,208865.846,236984.143,202487.709
681471,-37340.542,-173640.148,-109269.084,1.4393,208530.453,237219.747,202152.316
681711,-37203.282,-173360.035,-109120.076,1.4415,208194.565,237455.579,201816.428
681951,-37065.926,-173079.483,-108970.791,1.4436,207858.181,237691.640,201480.044
682191,-36928.472,-172798.490,-108821.227,1.4458,207521.300,237927.931,201143.163
682431,-36790.921,-172517.056,-108671.385,1.4479,207183.919,238164.455,200805.782
682671,-36653.273,-172235.177,-108521.262,1.4501,206846.037,238401.211,200467.900
682845,-36553.306,-172030.138,-108412.180,1.4517,206600.371,238573.293,200222.234
683085,-36415.490,-171747.481,-108261.574,1.4539,206261.615,238810.461,199883.478
683325,-36277.576,-171464.378,-108110.685,1.4561,205922.353,239047.867,199544.216
683565,-36139.564,-171180.825,-107959.513,1.4583,205582.585,239285.511,199204.448
683805,-36001.455,-170896.822,-107808.055,1.4605,205242.308,239523.396,198864.171
684045,-35863.248,-170612.366,-107656.312,1.4627,204901.522,239761.524,198523.385
684285,-35724.943,-170327.457,-107504.282,1.4649,204560.223,239999.895,198182.086
684525,-35586.541,-170042.093,-107351.965,1.4671,204218.412,240238.512,197840.275
684765,-35448.040,-169756.273,-107199.358,1.4693,203876.085,240477.376,197497.948
685005,-35309.441,-169469.994,-107046.461,1.4716,203533.241,240716.488,197155.104
685245,-35170.744,-169183.255,-106893.273,1.4738,203189.879,240955.851,196811.742
685485,-35031.949,-168896.056,-106739.794,1.4761,202845.997,241195.466,196467.860
685725,-34893.055,-168608.393,-106586.021,1.4783,202501.593,241435.334,196123.456
685965,-34754.063,-168320.266,-106431.954,1.4806,202156.666,241675.457,195778.529
686205,-34614.972,-168031.673,-106277.591,1.4829,201811.213,241915.838,195433.076
686445,-34475.782,-167742.612,-106122.933,1.4851,201465.234,242156.477,195087.097
686685,-34336.494,-167453.082,-105967.976,1.4874,201118.725,242397.376,194740.588
686925,-34197.106,-167163.081,-105812.721,1.4897,200771.686,242638.538,194393.549
687165,-34057.620,-166872.608,-105657.167,1.4920,200424.115,242879.963,194045.978
687405,-33918.034,-166581.661,-105501.311,1.4943,200076.009,243121.654,193697.872
687645,-33778.350,-166290.237,-105345.154,1.4967,199727.368,243363.612,193349.231
687885,-33638.566,-165998.337,-105188.693,1.4990,199378.189,243605.839,193000.052
688125,-33498.682,-165705.957,-105031.929,1.5013,199028.470,243848.337,192650.333
688365,-33358.699,-165413.096,-104874.859,1.5037,198678.210,244091.107,192300.073
688605,-33218.616,-165119.752,-104717.482,1.5060,198327.406,244334.152,191949.269
688845,-33078.434,-164825.925,-104559.797,1.5084,197976.058,244577.474,191597.921
689085,-32938.152,-164531.611,-104401.804,1.5108,197624.162,244821.073,191246.025
689325,-32797.770,-164236.809,-104243.501,1.5132,197271.718,245064.952,190893.581
689565,-32657.287,-163941.518,-104084.886,1.5155,196918.723,245309.114,190540.586
689805,-32516.705,-163645.736,-103925.958,1.5179,196565.175,245553.558,190187.038
690045,-32376.022,-163349.461,-103766.717,1.5203,196211.072,245798.289,189832.935
690285,-32235.240,-163052.691,-103607.162,1.5228,195856.413,246043.306,189478.276
690525,-32094.356,-162755.424,-103447.289,1.5252,195501.196,246288.614,189123.059
690765,-31953.373,-162457.659,-103287.100,1.5276,195145.417,246534.212,188767.280
691005,-31812.288,-162159.393,-103126.592,1.5301,194789.077,246780.104,188410.940
691245,-31671.103,-161860.626,-102965.764,1.5325,194432.172,247026.291,188054.035
691485,-31529.817,-161561.354,-102804.614,1.5350,194074.700,247272.775,187696.563
691725,-31388.430,-161261.577,-102643.143,1.5374,193716.660,247519.559,187338.523
691965,-31246.942,-160961.292,-102481.347,1.5399,193358.050,247766.643,186979.913
692205,-31105.354,-160660.497,-102319.227,1.5424,192998.867,248014.031,186620.730
692445,-30963.663,-160359.191,-102156.780,1.5449,192639.109,248261.724,186260.972
692685,-30821.872,-160057.372,-101994.005,1.5474,192278.774,248509.725,185900.637
692925,-30679.979,-159755.037,-101830.902,1.5499,191917.861,248758.035,185539.724
693165,-30537.985,-159452.184,-101667.468,1.5524,191556.367,249006.656,185178.230
693405,-30395.889,-159148.813,-101503.702,1.5550,191194.290,249255.591,184816.153
693645,-30253.692,-158844.920,-101339.604,1.5575,190831.627,249504.842,184453.490
693885,-30111.392,-158540.504,-101175.171,1.5601,190468.377,249754.410,184090.240
694125,-29968.991,-158235.563,-101010.403,1.5626,190104.538,250004.299,183726.401
694365,-29826.488,-157930.095,-100845.297,1.5652,189740.107,250254.510,183361.970
694551,-29716.077,-157693.206,-100717.222,1.5672,189457.519,250448.472,183079.382
694648,-29658.332,-157569.067,-100649.963,1.5682,189309.383,250550.186,182931.246
694736,-29606.263,-157457.080,-100589.275,1.5691,189175.752,250641.932,182797.615
694824,-29554.181,-157345.022,-100528.541,1.5700,189042.041,250733.722,182663.904
694912,-29502.086,-157232.893,-100467.762,1.5710,188908.250,250825.556,182530.113
694999,-29449.976,-157120.692,-100406.937,1.5720,188774.378,250917.434,182396.241
695087,-29397.853,-157008.420,-100346.066,1.5729,188640.427,251009.356,182262.290
695175,-29345.716,-156896.076,-100285.150,1.5739,188506.395,251101.322,182128.258
695262,-29293.566,-156783.661,-100224.188,1.5748,188372.283,251193.333,181994.146
695350,-29241.402,-156671.174,-100163.179,1.5758,188238.091,251285.388,181859.954
695438,-29189.111,-156558.486,-100102.209,1.5767,188103.738,251377.482,181725.601
695678,-29046.285,-156250.167,-99934.942,1.5794,187735.969,251629.682,181357.832
695918,-28903.356,-155941.308,-99767.329,1.5820,187367.594,251882.218,180989.457
696158,-28760.324,-155631.906,-99599.368,1.5847,186998.611,252135.093,180620.474
696398,-28617.190,-155321.959,-99431.057,1.5873,186629.016,252388.309,180250.879
696638,-28473.953,-155011.464,-99262.396,1.5900,186258.807,252641.869,179880.670
696878,-28330.613,-154700.421,-99093.382,1.5927,185887.983,252895.774,179509.846
697118,-28187.170,-154388.826,-98924.015,1.5953,185516.541,253150.028,179138.404
697358,-28043.624,-154076.677,-98754.293,1.5980,185144.478,253404.632,178766.341
697598,-27899.975,-153763.973,-98584.213,1.6008,184771.792,253659.590,178393.655
697838,-27756.223,-153450.710,-98413.775,1.6035,184398.480,253914.903,178020.343
698078,-27612.367,-153136.887,-98242.977,1.6062,184024.541,254170.574,177646.404
698318,-27468.408,-152822.501,-98071.818,1.6090,183649.971,254426.605,177271.834
698558,-27324.346,-152507.551,-97900.295,1.6117,183274.768,254683.000,176896.631
698798,-27180.180,-152192.033,-97728.408,1.6145,182898.930,254939.760,176520.793
699038,-27035.910,-151875.945,-97556.154,1.6173,182522.454,255196.887,176144.317
699278,-26891.536,-151559.285,-97383.533,1.6201,182145.338,255454.386,175767.201
699518,-26747.059,-151242.051,-97210.542,1.6229,181767.579,255712.257,175389.442
699758,-26602.478,-150924.240,-97037.179,1.6257,181389.174,255970.505,175011.037
699998,-26457.793,-150605.851,-96863.444,1.6285,181010.121,256229.131,174631.984
700238,-26313.003,-150286.879,-96689.334,1.6313,180630.417,256488.137,174252.280
700478,-26168.110,-149967.323,-96514.848,1.6342,180250.059,256747.528,173871.922
700718,-26023.112,-149647.181,-96339.983,1.6370,179869.046,257007.305,173490.909
700958,-25878.010,-149326.450,-96164.739,1.6399,179487.374,257267.471,173109.237
701198,-25732.804,-149005.128,-95989.114,1.6428,179105.040,257528.028,172726.903
701438,-25587.494,-148683.211,-95813.105,1.6457,178722.042,257788.981,172343.905
701678,-25442.078,-148360.698,-95636.712,1.6486,178338.377,258050.331,171960.240
701918,-25296.559,-148037.586,-95459.932,1.6515,177954.043,258312.081,171575.906
702158,-25150.934,-147713.872,-95282.763,1.6545,177569.036,258574.234,171190.899
702398,-25005.205,-147389.554,-95105.203,1.6574,177183.353,258836.793,170805.216
702638,-24859.372,-147064.629,-94927.252,1.6604,176796.992,259099.761,170418.855
702878,-24713.433,-146739.094,-94748.907,1.6633,176409.951,259363.141,170031.814
703118,-24567.389,-146412.947,-94570.165,1.6663,176022.225,259626.935,169644.088
703358,-24421.241,-146086.185,-94391.026,1.6693,175633.813,259891.147,169255.676
703598,-24274.987,-145758.805,-94211.488,1.6723,175244.710,260155.780,168866.573
703838,-24128.629,-145430.805,-94031.547,1.6754,174854.916,260420.836,168476.779
704078,-23982.165,-145102.181,-93851.204,1.6784,174464.425,260686.319,168086.288
704318,-23835.596,-144772.932,-93670.454,1.6815,174073.236,260952.231,167695.099
704558,-23688.922,-144443.053,-93489.298,1.6845,173681.345,261218.577,167303.208
704798,-23542.142,-144112.544,-93307.732,1.6876,173288.749,261485.358,166910.612
705038,-23395.257,-143781.399,-93125.755,1.6907,172895.445,261752.579,166517.308
705278,-23248.267,-143449.618,-92943.365,1.6938,172501.431,262020.242,166123.294
705518,-23101.171,-143117.196,-92760.559,1.6969,172106.702,262288.350,165728.565
705758,-22953.970,-142784.130,-92577.335,1.7001,171711.257,262556.908,165333.120
705998,-22806.663,-142450.419,-92393.693,1.7032,171315.090,262825.917,164936.953
706238,-22659.250,-142116.058,-92209.628,1.7064,170918.200,263095.382,164540.063
706478,-22511.732,-141781.046,-92025.140,1.7096,170520.584,263365.305,164142.447
706718,-22364.108,-141445.378,-91840.227,1.7128,170122.237,263635.691,163744.100
706958,-22216.379,-141109.052,-91654.885,1.7160,169723.157,263906.542,163345.020
707183,-22077.213,-140793.122,-91481.025,1.7190,169348.412,264160.479,162970.275
707423,-21929.276,-140455.518,-91294.842,1.7222,168947.903,264432.237,162569.766
707663,-21781.234,-140117.246,-91108.225,1.7255,168546.651,264704.472,162168.514
707903,-21633.085,-139778.304,-90921.172,1.7288,168144.653,264977.185,161766.516
708143,-21484.831,-139438.688,-90733.679,1.7320,167741.904,265250.381,161363.767
708383,-21336.471,-139098.395,-90545.746,1.7354,167338.402,265524.064,160960.265
708623,-21188.005,-138757.422,-90357.369,1.7387,166934.142,265798.236,160556.005
708863,-21039.433,-138415.765,-90168.547,1.7420,166529.123,266072.902,160150.986
709103,-20890.755,-138073.422,-89979.276,1.7454,166123.339,266348.065,159745.202
709343,-20741.971,-137730.388,-89789.556,1.7487,165716.787,266623.729,159338.650
709583,-20593.081,-137386.660,-89599.383,1.7521,165309.464,266899.898,158931.327
709823,-20444.085,-137042.236,-89408.754,1.7555,164901.366,267176.576,158523.229
710063,-20294.983,-136697.111,-89217.669,1.7589,164492.489,267453.766,158114.352
710303,-20145.775,-136351.282,-89026.123,1.7624,164082.830,267731.472,157704.693
710543,-19996.461,-136004.746,-88834.115,1.7658,163672.384,268009.698,157294.247
710783,-19847.041,-135657.499,-88641.642,1.7693,163261.149,268288.449,156883.012
711023,-19697.514,-135309.538,-88448.702,1.7728,162849.120,268567.728,156470.983
711263,-19547.882,-134960.858,-88255.292,1.7763,162436.293,268847.539,156058.156
711503,-19398.144,-134611.456,-88061.409,1.7798,162022.665,269127.886,155644.528
711743,-19248.299,-134261.330,-87867.051,1.7833,161608.231,269408.774,155230.094
711983,-19098.349,-133910.474,-87672.216,1.7869,161192.988,269690.206,154814.851
712140,-19000.330,-133680.865,-87544.672,1.7892,160921.272,269874.360,154543.135
712380,-18850.204,-133328.796,-87349.041,1.7928,160504.682,270156.702,154126.545
712620,-18699.972,-132975.987,-87152.926,1.7964,160087.272,270439.599,153709.135
712860,-18549.635,-132622.435,-86956.323,1.8000,159669.037,270723.057,153290.900
713100,-18399.191,-132268.137,-86759.230,1.8037,159249.974,271007.079,152871.837
713340,-18248.642,-131913.088,-86561.644,1.8073,158830.078,271291.670,152451.941
713580,-18097.987,-131557.284,-86363.562,1.8110,158409.346,271576.834,152031.209
713820,-17947.226,-131200.721,-86164.982,1.8147,157987.773,271862.576,151609.636
714060,-17796.359,-130843.396,-85965.901,1.8184,157565.354,272148.900,151187.217
714300,-17645.387,-130485.304,-85766.315,1.8222,157142.085,272435.811,150763.948
714540,-17494.309,-130126.441,-85566.222,1.8259,156717.962,272723.314,150339.825
714780,-17343.125,-129766.803,-85365.619,1.8297,156292.981,273011.413,149914.844
715020,-17191.836,-129406.386,-85164.503,1.8335,155867.137,273300.113,149489.000
715260,-17040.441,-129045.185,-84962.871,1.8373,155440.425,273589.419,149062.288
715500,-16888.941,-128683.197,-84760.719,1.8412,155012.841,273879.335,148634.704
715740,-16737.335,-128320.416,-84558.046,1.8450,154584.381,274169.867,148206.244
715980,-16585.625,-127956.840,-84354.847,1.8489,154155.039,274461.019,147776.902
716220,-16433.809,-127592.462,-84151.120,1.8528,153724.811,274752.797,147346.674
716460,-16281.888,-127227.279,-83946.861,1.8568,153293.692,275045.205,146915.555
